artist_name,title,release,tags
b'Placebo',b'The Never-Ending Why',b'Bright Lights',"[['alternative rock', '100'], ['rock', '56'], ['alternative', '47'], ['Placebo', '41'], ['british', '30'], ['indie rock', '23'], ['indie', '19'], ['britpop', '19'], ['love at first listen', '17'], ['male vocalists', '10'], ['Progressive rock', '10'], ['2009', '8'], ['00s', '8'], ['brit rock', '6'], ['amazing', '6'], ['UK', '6'], ['play in full volume', '4'], ['my life written in song', '4'], ['songs that you wanna listen to over and over again', '4'], ['songs that make me remember things', '4'], ['<3', '4'], ['battle for the sun', '4'], ['catchy', '4'], ['hot', '4'], ['Soundtrack Of My Life', '4'], ['albumnes nuevos', '2'], ['best fucking track ever', '2'], ['single 2009', '2'], ['songs that make me move', '2'], ['you are welcome in poland', '2'], ['fon', '2'], ['MOONH8SUN', '2'], ['men who i can be unfaithful to my boyfriend with', '2'], ['sonic rock', '2'], ['Battle for the Sun-Placebo', '2'], ['zelt mera luna', '2'], ['aitch', '2'], ['aitchinternational', '2'], ['androgins race', '2'], ['Tyler Adam', '2'], ['zelt-nachbarn', '2'], ['aitchsonic', '2'], ['new gay music', '2'], ['rocksss', '2'], ['this song is wiser than me', '2'], ['the never-ending why', '2'], ['MEra Luna 2010', '2'], ['nervouskid likes', '2'], ['ballads', '2'], ['electronic', '2'], ['favorites', '2'], ['english', '2'], ['happy', '2'], ['Favourite Songs', '2'], ['all time faves', '2'], ['electronic rock', '2'], ['FUCKING AWESOME', '2'], ['international', '2'], ['super', '2'], ['Tanzbar', '2'], ['britannique', '2'], ['00s alternative', '2'], ['emo punk rock', '2'], ['queer rock', '2'], ['really good songs', '2'], ['guitar riff', '2'], ['Singing', '2'], ['songs i love', '2'], ['philosophical', '2'], ['special', '2'], ['seen live', '0'], ['glam rock', '0'], ['Post-punk revival', '0'], ['hard rock', '0'], ['Prog-Rock', '0'], ['critically acclaimed song', '0'], ['acclaimed music top 200 of 2009', '0'], ['seen', '0'], ['mistagged', '0']]"
b'Alice Stuart',b'Woman Blue',b'All The Good Times',[]
b'Le\xc3\xb3n Gieco',b'Ruta Del Coya',b'Bandidos Rurales',"[['singer-songwriter', '100'], ['nueva cancion', '100'], ['folklore', '100'], ['cantautor', '100'], ['folklore argentino', '100']]"
b'Moving Ninja',b'Lost Tribe',b'Shellcode',"[['dubstep', '100'], ['electronic', '28'], ['Grime', '14'], ['dark', '14'], ['modern', '14'], ['tabla', '14'], ['dance hall', '14'], ['world beat', '14'], ['global fusion', '14'], ['tablatronic', '14'], ['global beats', '14'], ['tablatronica', '14'], ['bass i love you so', '14']]"
b'2raumwohnung',b'Lachen und weinen',b'Kommt zusammen',"[['deutsch', '100'], ['german', '80'], ['electro', '60'], ['pop', '60'], ['chill out', '40'], ['electronic', '40'], ['rock', '40'], ['lolch', '20'], ['stoned out', '20'], ['La vie en rose', '20'], ['3d', '20'], ['electronic-pop', '20'], ['german indie pop', '20'], ['synthtron', '20'], ['deutsch german', '20'], ['european', '20'], ['good song', '20'], ['german lyrics', '20'], ['female vocalists', '20'], ['punk rock', '20'], ['chillout', '20'], ['downtempo', '20'], ['alternative', '20'], ['punk', '20'], ['indie', '20'], ['easy', '0'], ['2001', '0'], ['Love', '0'], ['Meine Heimatlieder', '0']]"
b'Sex Pistols',b'Pretty Vacant',b'Jubilee',"[['punk', '100'], ['punk rock', '44'], ['70s', '27'], ['british', '25'], ['sex pistols', '20'], ['rock', '15'], ['Classic Punk', '9'], ['classic rock', '7'], ['1977', '7'], ['British Punk', '7'], ['alternative', '3'], ['UK Punk', '2'], ['1970s', '2'], ['Old School Punk', '2'], ['UK', '2'], ['real punk', '2'], ['british rock', '2'], ['Punk Favorites', '2'], ['favorites', '2'], ['hard rock', '2'], ['catchy', '1'], ['performed on top of the pops', '1'], ['oldschool punk', '1'], ['john Lydon', '1'], ['fun', '1'], ['johnny rotten', '1'], ['ridiculously awesomely good', '1'], ['legends', '1'], ['All time favourites', '1'], ['77 punk', '1'], ['male vocalists', '1'], ['basics', '1'], ['festive fifty', '1'], ['Brilliant Tracks', '1'], ['old-school punk', '1'], ['kick ass music', '1'], ['asskicking', '1'], ['i love me some british accents', '1'], ['Awesome', '1'], ['john peels festive 50 1978', '1'], ['Good Stuff', '1'], ['great songs', '1'], ['Confrontational', '1'], ['top punk songs', '1'], ['were so pretty oh so pretty were vay-cunt', '1'], ['festive fifty 1979', '1'], ['chaser i', '1'], ['top500', '1'], ['indie', '1'], ['f50 1978', '1'], ['pop', '1'], ['political', '1'], ['upbeat', '1'], ['favorite songs', '1'], ['Favourite Songs', '1'], ['John Peel', '1'], ['f50 1980', '0'], ['ss2011 - B', '0'], ['legend', '0'], ['festive fifty 1978', '0'], ['badass intro', '0'], ['brit punk', '0'], ['77davez-all-tracks', '0'], ['sid vicious', '0'], ['songs die so gut sind das ich meiner oma ihr klein haeuschen zwar nicht verkaufen aber zumindest dafuer beleihen wuerde', '0'], ['77 style punk', '0'], ['acclaimed music top 3000', '0'], ['Punk77', '0'], ['punk rawk', '0'], ['true punk', '0'], ['best of UK', '0'], ['I want back to the 80s', '0'], ['inspiration for the generation', '0'], ['old favorites', '0'], ['a rock and a roll', '0'], ['smash the system', '0'], ['Muy buena cancion', '0'], ['naughty punk kids', '0'], ['Wrong track', '0'], ['johnny', '0'], ['fucking love', '0'], ['amazing guitar riffs', '0'], ['favoritas', '0'], ['brilliant', '0'], ['classic', '0'], ['70s punk', '0'], ['oldies', '0'], ['Oi', '0'], ['the best', '0'], ['80s', '0'], ['metal', '0'], ['hasenradio', '0'], ['p4nk7', '0'], ['apoye el raye', '0'], ['screeeaaaam', '0'], ['die dieee', '0'], ['British Punk is the best', '0'], ['master sensei', '0'], ['ratagorda', '0'], ['imemine', '0']]"
b'Twista',b'It Feels So Good (Album Version)',b'Adrenaline Rush',"[['Hip-Hop', '100'], ['chill', '100'], ['lol', '100'], ['West Coast Rap', '100'], ['nice track', '100'], ['cent', '100'], ['brain2brain', '100'], ['SLAPPERZ', '100'], ['north cal', '100']]"
b'KT Tunstall',b'Boo Hoo',"b""Eye To The Telescope / KT Tunstall's Acoustic Extravaganza""","[['acoustic', '100'], ['KT Tunstall', '75'], ['female vocalists', '58'], ['singer-songwriter', '58'], ['rock', '41'], ['country', '33'], ['boo hoo', '25'], ['Scottish', '25'], ['indie', '25'], ['female', '16'], ['downtempo', '16'], ['singer-songwriters', '16'], ['pop', '16'], ['Mellow', '16'], ['sexy', '16'], ['folk', '16'], ['ruhig', '16'], ['guitar', '16'], ['KT', '8'], ['Funk Blues Rock', '8'], ['goede muziek', '8'], ['alt twang', '8'], ['123', '8'], ['rumhaengen', '8'], ['clementine', '8'], ['loisto', '8'], ['sehr gut', '8'], ['FemaleRock', '8'], ['Most Wanted', '8'], ['Mellow Evening', '8'], ['acustica', '8'], ['stringtheory', '8'], ['active work music', '8'], ['CADFINEM', '8'], ['Jills Station', '8'], ['bpluscoop', '8'], ['one vocalist', '8'], ['KT lovely', '8'], ['katberry', '8'], ['rachael kt vienna', '8'], ['Amazing Singer and Songwriter', '8'], ['folkl', '8'], ['Do Not Forget', '8'], ['angeli', '8'], ['boo hoo kt tunstall', '8'], ['K t', '8'], ['TOs Music', '8'], ['blues', '8'], ['chillout', '8'], ['cool', '8'], ['alternative', '8'], ['female vocals', '8'], ['favorites', '8'], ['beautiful', '8'], ['Acoustic Rock', '8'], ['chill', '8'], ['british', '8'], ['Love', '8'], ['folk rock', '8'], ['female singers', '8'], ['nice', '8'], ['alt country', '8'], ['lovely', '8'], ['jazz pop', '8'], ['love at first listen', '8'], ['in the mood', '8'], ['favorite singers', '8'], ['jo', '8'], ['Like', '8'], ['pensive', '8'], ['Go', '8'], ['Down', '8'], ['Yey', '8'], ['great voice', '8'], ['seen in concert', '8'], ['great vocals', '8'], ['fav artist', '8'], ['heard on Pandora', '0'], ['seen live', '0'], ['KT Tunstall Boo Hoo', '0'], ['KT TUnstall - Boo Hoo', '0'], ['female vocalist', '0'], ['Lylah Tracks', '0'], ['KT Tunstall    Boo Hoo', '0'], ['tee', '0']]"
b'Hound Dog Taylor and The Houserockers',b'Rock Me Baby - Live',b'Live In Boston',[]
b'Tony Mathews',b'(Coming With) Loving on My Mind',b'Alien in My Own Home',[]
b'La Billo_ Los Mel\xc3\xb3dicos',b'Para Que Recordar',b'Las 2 Grandes Orquestas de Venezuela',[]
b'Screaming Lord Sutch',b'Son of Jack the Ripper',"b""Rock'n'Roll is still alive ( Live in Hamburg )""",[]
b'Sylvia Tosun',b'Head Over Heels',b'Head Over Heels - Club Mixes',[]
b'Kings Of Leon',b'Day Old Blues',b'Aha Shake Heartbreak',"[['rock', '100'], ['indie', '84'], ['indie rock', '75'], ['Southern Rock', '62'], ['kings of leon', '59'], ['acoustic', '37'], ['Mellow', '31'], ['00s', '25'], ['alternative rock', '25'], ['alternative', '21'], ['Garage Rock', '18'], ['Rock - Contemporary', '18'], ['melancholic', '15'], ['Pra ouvir em noites chuvosas', '12'], ['american', '9'], ['favorites', '9'], ['blues rock', '9'], ['Tennessee', '9'], ['blues', '9'], ['crazy', '6'], ['00s rock', '6'], ['4s', '6'], ['2004', '6'], ['chill', '6'], ['Alternative  Punk', '6'], ['2000s', '6'], ['sad', '6'], ['guitar', '6'], ['Alt-country', '6'], ['USA', '6'], ['kochane', '3'], ['a good different', '3'], ['TOP TUNES I DONT OWN', '3'], ['fav01', '3'], ['Shizzle music', '3'], ['00s indie', '3'], ['QQT', '3'], ['newlove', '3'], ['happy times', '3'], ['Nice Title', '3'], ['pure indie', '3'], ['new2me', '3'], ['hevvy', '3'], ['backyard', '3'], ['the very best of 2000 - 2010', '3'], ['adoro', '3'], ['love soft', '3'], ['static heartbeating', '3'], ['nice and chilled', '3'], ['southernrock', '3'], ['00s alternative', '3'], ['Newer', '3'], ['feel good rocking or swarying', '3'], ['toooo blue', '3'], ['beautiful melody', '3'], ['kolam', '3'], ['no-yo', '3'], ['Hyllan i mitt huvud', '3'], ['days old blues', '3'], ['majotag', '3'], ['me siento levemente identificada', '3'], ['indie ruhig', '3'], ['kings leon', '3'], ['may listen', '3'], ['Groovy Tune', '3'], ['musekilling', '3'], ['autmn', '3'], ['briiitish', '3'], ['gorgeous tunes', '3'], ['vocaly superior', '3'], ['the most intriguing voice youve ever heard', '3'], ['Greatest Sounds', '3'], ['feeling fine', '3'], ['lawn wrangler', '3'], ['good8', '3'], ['hurricane 2007', '3'], ['playlist 2004', '3'], ['Soundtrack des Lebens', '3'], ['beach songs', '3'], ['my pearly whites are at it again', '3'], ['at ease', '3'], ['love it so damn much', '3'], ['vapor trails and alpine skies', '3'], ['winter', '3'], ['western', '3'], ['lovely', '3'], ['brilliant', '3'], ['Heartbreaking', '3'], ['excellent', '3'], ['catchy', '3'], ['yodel', '3'], ['melancholy', '3'], ['nighttime', '3'], ['Dreamy', '3'], ['art rock', '3'], ['My Favorites', '3'], ['british', '3'], ['relax', '3'], ['amazing', '3'], ['just love it', '3']]"
b'Pinch',b'Joyride',b'Tectonic Plates Vol. 2',"[['dubstep', '100'], ['bristol', '20'], ['minimal', '20'], ['Atmosphere', '20'], ['loved', '20'], ['intel', '20'], ['late night summer driving', '20'], ['mind-melting', '20'], ['boomkat buy', '20']]"
b'Dave Weckl',b'Just An Illusion',b'Hard-Wired',"[['old school', '100'], ['Fusion', '100'], ['jazz fusion', '100'], ['moo metal', '100'], ['Funk Jazz Latin', '100']]"
b'Atreyu',"b""Ex's And Oh's (Instrumental Version)""",b'A Death - Grip On Yesterday [Instrumental]',"[['atreyu', '100'], ['amazing but where are the words lets sing', '50'], ['atreyu--exs and ohs', '50'], ['LeDrew', '50']]"
b'Ed Ames',b'Our Love Is A Living Thing',b'My Cup Runneth Over',[]
b'Uphill Battle',b'Memory',b'Blurred 1999-2004',"[['grindcore', '100']]"
b'Foo Fighters',b'Next Year',b'Skin And Bones',"[['rock', '100'], ['alternative rock', '59'], ['alternative', '37'], ['Grunge', '33'], ['foo fighters', '31'], ['90s', '20'], ['post-grunge', '13'], ['hard rock', '11'], ['american', '7'], ['favorites', '6'], ['pop', '6'], ['Next Year', '6'], ['indie rock', '5'], ['acoustic', '5'], ['pop rock', '5'], ['chillout', '4'], ['Love', '4'], ['ed', '4'], ['classic rock', '4'], ['Dave Grohl', '4'], ['Mellow', '4'], ['punk', '3'], ['beautiful', '2'], ['chill', '2'], ['male vocalist', '2'], ['1990s', '2'], ['wavegrungepunkglam', '2'], ['alt rock', '2'], ['favorite songs', '1'], ['Nirvana', '1'], ['best of 1999', '1'], ['live', '1'], ['soft rock', '1'], ['chill out', '1'], ['favourite', '1'], ['melhor de 1999', '1'], ['baixo', '1'], ['foo', '1'], ['USA', '1'], ['Foo fighters - next year', '1'], ['time', '1'], ['Soundtrack', '1'], ['nostalgic', '1'], ['favoritas', '1'], ['emo', '1'], ['memories', '1'], ['major key tonality', '0'], ['hard rock roots', '0'], ['flya alternative soft', '0'], ['good gig', '0'], ['extensive vamping', '0'], ['should be played at my funeral', '0'], ['urocze machanie rekami', '0'], ['prikolno', '0'], ['medlodic', '0'], ['electric guitar wall-o-sound', '0'], ['pumpkinx', '0'], ['awesome driving music', '0'], ['ff', '0'], ['fistik ezmesi', '0'], ['at ease', '0'], ['Zara', '0'], ['good feeling', '0'], ['life OST', '0'], ['brunch', '0'], ['Astronomy Mix', '0'], ['come back', '0'], ['favourite lyrics', '0'], ['Kringle20 Favs', '0'], ['susie7', '0'], ['braskit', '0'], ['Foo Fighter', '0'], ['awesome video', '0'], ['Relaks', '0'], ['my favourite tracks', '0'], ['randoms', '0'], ['moje Foo Fighters', '0'], ['grunde', '0'], ['nadi', '0'], ['live shit', '0'], ['in your honour', '0'], ['2007', '0'], ['favourite vocals', '0'], ['marcus', '0'], ['electric guitar riffs', '0'], ['artist - favourite song', '0'], ['repetitive melodic phrasing', '0'], ['a vocal-centric aesthetic', '0'], ['CT', '0'], ['best music videos', '0'], ['southside 2008', '0'], ['there I can keep by your side', '0'], ['lovely chillout', '0'], ['favourite guitar', '0'], ['foo fighters-next year', '0'], ['allday', '0'], ['matkustaa', '0'], ['milus workaround playlist', '0'], ['lando alt 1', '0'], ['Limp Bizket', '0']]"
b'Loretta Lynn',b'Away in a Manger',b'Rowdy Country Christmas',"[['singer-songwriter', '100'], ['Christmas Songs', '100'], ['christmas spirit', '100'], ['Sing Your Christmas Favorites', '100']]"
b'Jacky Cheung',b'Zai Ai Shang Ni',b'Qing Bu Jin',[]
b'DeGarmo & Key',"b""Don't Stop The Music (Streetlight Album Version)""",b'STREETLIGHT',[]
b'Usher',b'I Need Love',b'Live',"[['Love', '100'], ['covers', '100'], ['rnb', '100'], ['live', '100'], ['Usher', '100'], ['brain2brain', '100']]"
b'Moraes Moreira',b'Boca Do Balao / Preta Pretinha / Juazeiro',b'Bahi\xc3\xa3o Com H',[]
b'The Real Kids',b'Happens All The Time',b'No Place Fast',[]
b'Rance Allen Group',b'The Painter',b'Stax Profiles - Rance Allen',"[['soul', '100'], ['1975', '100']]"
b'Patrick Bruel',"b""L'Appart""",b'Seul Ou presque',"[['world', '100'], ['bruel', '100']]"
b'Gran Coquivacoa',b'Frente A Tu Altar',b'Soy Zuliano',[]
b'Grayson Capps',b'Give It To Me',b'Wail & Ride',"[['classic rock', '100'], ['blues', '100'], ['singer-songwriter', '100']]"
b'Tracy Byrd',"b""Take Me Fishin'""",b'Noble Things ST',[]
b'Caf\xc3\xa9 Quijano',b'Poes\xc3\xada De Amor',b'Caf\xc3\xa9 Quijano',"[['great guitar', '100']]"
b'Brian Free & Assurance',b'The Coming Of The King',"b""It's So God!""","[['-southern gospel', '100'], ['comingoftheking', '100']]"
b'Nirvana',"b""Nevermind_ It's An Interview""","b""Nevermind_ It's An Interview""",[]
b'The Misfits',b'She (1997 Digital Remaster)',b'Static Age',"[['rock', '100'], ['hardcore punk', '100']]"
b'Sex Pistols',b'Seventeen',b'Spunk',"[['punk', '100'], ['punk rock', '56'], ['rock', '20'], ['british', '20'], ['Classic Punk', '19'], ['70s', '17'], ['classic rock', '9'], ['sex pistols', '8'], ['British Punk', '5'], ['1970s', '4'], ['1977', '4'], ['old school', '2'], [""70's"", '2'], ['hard rock', '2'], ['Punk77', '2'], ['First Wave Punk', '2'], ['male vocalist', '2'], ['oldies', '1'], ['british rock', '1'], ['punk  77', '1'], ['ratagorda', '1'], ['male vocalists', '1'], ['UK Punk', '1'], ['77', '1'], ['song about me', '1'], ['hardcore', '1'], ['punk no dead', '1'], ['classic', '1'], ['Progressive rock', '1'], ['alternative', '1'], ['20th Century', '1'], ['favorites', '1'], ['proto-punk', '1'], ['portalternativo', '1'], ['favorite songs', '1'], ['Kringle20 Favs', '0'], ['seventeen', '0'], ['punk i like', '0'], ['lk', '0'], ['britannique', '0'], ['fucking love this', '0'], ['britanic', '0'], ['rocketbilly', '0'], ['all-time fav', '0'], ['True punk rock', '0'], ['slgdmbestof', '0'], ['extremities', '0'], ['DanielAreal', '0'], ['Big dance thumps', '0'], ['OdinsGhost', '0'], ['MODAFOCA', '0'], ['fodido', '0'], ['transitglambat', '0'], ['top tracks me', '0'], ['tnphp numbers', '0'], ['creu', '0'], ['rock och pop', '0'], ['Punky reggae party', '0'], ['garten punk', '0'], ['one two thirty-six', '0'], ['old style punk', '0'], ['punkfuk', '0'], ['steveadamsfm', '0'], ['so fuckin awesome', '0'], ['sing-along', '0'], [""rock'n'roll"", '0'], ['party music', '0'], ['Old School Punk', '0'], ['77 punk', '0'], ['favorite albums', '0'], ['Punk Favorites', '0'], ['four', '0'], ['Fave', '0'], ['mistagged', '0'], ['original', '0'], ['UK', '0'], ['lazy', '0'], ['brit punk', '0'], ['Soundtrack', '0'], [""80's"", '0'], ['Like', '0'], ['cool', '0'], ['Seminal', '0'], ['sing', '0'], ['lov it', '0'], ['PunkOrama', '0'], ['numbers', '0'], ['17', '0'], ['posers', '0'], ['Cantautores', '0'], ['Punk 77', '0'], ['metal', '0'], ['Nana soundtrack', '0'], ['what future', '0'], ['indie', '0'], ['Lowlands', '0'], ['gundapunk', '0'], ['friendsofthekingofrummelpop', '0'], ['black metal', '0'], ['Protopunk', '0']]"
b'Carl Smith',"b""If You Don't Somebody Else Will""",b'The Hickory Days',[]
"b'Clarence ""Gatemouth"" Brown'",b'Up Jumped The Devil',b'The Man',"[['country', '100'], ['el diablo', '100']]"
b'Mighty Diamonds',b'Free Africa',b'The Real Enemy',[]
b'James Carter',"b""Dodo's Bounce""",b'Present Tense',"[['jazz', '100'], ['contemporary jazz', '50']]"
b'The London Theatre Orchestra',b'Babylon 5',b'Sci-Fi Themes II',[]
b'Atari Teenage Riot',b'Revolution Action',b'60 Second Wipe Out',"[['digital hardcore', '100'], ['hardcore', '44'], ['industrial', '32'], ['punk', '30'], ['electronic', '26'], ['riot', '12'], ['electro punk', '12'], ['1999', '8'], ['noise', '8'], ['german', '8'], ['Atari Teenage Riot', '8'], ['cyberpunk', '6'], ['anarchist', '6'], ['hardcore punk', '6'], ['revolution', '6'], ['Favourites', '6'], ['77davez-all-tracks', '4'], ['Awesome', '4'], ['Alec EMpire', '4'], ['breakcore', '4'], ['wake the fuck up', '4'], ['Cyber punk', '4'], ['political', '4'], ['rebellion', '2'], ['teenage', '2'], ['wakeup music', '2'], ['f50 1999', '2'], ['obsessed', '2'], ['DirtyPussyPunkRock', '2'], ['techno punk', '2'], ['viva zwei', '2'], ['genrelessimo', '2'], ['Amen break', '2'], ['holy fuck', '2'], ['heard live', '2'], ['virtual insanity', '2'], ['festive fifty', '2'], ['ridonkulous', '2'], ['pain junkie radio', '2'], ['this song make me feeling in trance', '2'], ['i want back to the 90s', '2'], ['Musique tres calme a ecouter avec son nounours dans les bras', '2'], ['Atari teenage', '2'], ['cwdb - digital', '2'], ['Best Of Favorite Artists', '2'], ['musik mit paua', '2'], ['female scream', '2'], ['Best Of Digital Hardcore', '2'], ['Best Of Alternate Rock', '2'], ['powerful singing voice', '2'], ['lucipro', '2'], ['4nas', '2'], ['electro terror', '2'], ['KillKillKill', '2'], ['dance like a spastic rabid pancake', '2'], ['exhillarating', '2'], ['fervant', '2'], ['Neuroshima', '2'], ['steineschmeisser', '2'], ['best of industrial', '2'], ['best of punk', '2'], ['good1', '2'], ['aaaaaaaaaaaaaaaaaaaaa', '2'], ['great', '2'], ['Anthemic', '2'], ['live', '2'], ['deutsch', '2'], ['Love', '2'], ['kickass', '2'], ['fuck', '2'], ['glitchy', '2'], ['intense', '2'], ['angst', '2'], ['artists', '2'], ['Energetic', '2'], ['psytrance', '2'], ['digital', '2'], ['electro', '2'], ['alternative', '2'], ['Atari', '2'], ['amazing', '2'], ['Electroclash', '2'], ['spring', '2'], ['essentials', '2'], ['dhr', '2'], ['riot beats', '2'], ['aggressive', '2'], ['aggro', '2'], ['powernoize', '2'], ['sinister', '2'], ['dynamic', '2'], ['rage', '2'], ['Alternate Rock', '2'], ['hell yes', '2'], ['Hell Yeah', '2'], ['anarchy', '2'], ['insane', '2'], ['upbeat', '2'], ['genial', '2'], ['Protest', '2']]"
b'DJ Isaac',b'The Hardway',b'Best Of DJ Isaac',[]
b'X-tv',b'Skate alone',b'Three is a crowd',[]
b'Scott Weiland',b'The Date ( LP Version )',b'12 Bar Blues',[]
b'Beto y sus Canarios',b'Noche Eterna',b'A Todo Calor',[]
b'Kris Kristofferson',b'Killer Barracuda',b'Original Album Classics',[]
b'Bravehearts',b'Sensations',b'Bravehearted (Clean)',[]
b'Primordial',b'The Burning Season (Live)',"b""A Journey's End""",[]
b'Jason Mraz',b'Did You Get My Message?  (Live From Shubas)',b'Selections For Friends',"[['acoustic', '100'], ['singer-songwriter', '100'], ['happy', '100'], ['live', '100'], ['jason mraz', '100'], ['lovelovelove', '100'], ['molly', '100'], ['jmraz', '100'], ['jason mraz did you get my message', '100']]"
b'Robin Fox',"b""It's Gonna Be Okay (Original Mix)""","b""It's Gonna Be Okay""",[]
b'Deborahe Glasgow',b'Give Me That Touch (The Touch Up Mix)',b'Deborahe Glasgow',[]
b'2 Minutos',b'Como Caramelo De Lim\xc3\xb3n',b'Valentin Alsina',"[['punk rock', '100'], ['punk', '33'], ['Soundtrack Of My Life', '33'], ['JoxeDuKe12', '33'], ['Curita', '33']]"
b'Jope Ruonansuu',b'Ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin',b'Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite',[]
b'Jimmy Cliff',"b""Let's Seize The Time""",b'The Universal Masters Collection',"[['reggae', '100'], ['title is a full sentence', '100']]"
b'Bill Laswell',b'Digitaria',b'Final Oscillations',"[['dub', '100'], ['dub electronica', '100'], ['Dub Breakbeat', '100']]"
b'Snowgoons',b'Real World',b'German Lugers',"[['rap', '100'], ['aggressive', '50'], ['beats', '50'], ['digg', '50'], ['iaremediocre-cruise-control', '50'], ['iaremediocre-i-love-it', '50']]"
b'Sammi Cheng',b'Liu Zi Zhen Yan',b'Love Is......',[]
b'The Statler Brothers',b'White Christmas',b'Ultimate Country Christmas',"[['country', '100'], ['Male Groups', '100'], ['Vocal Music', '100'], ['country music', '100'], ['Christmas Music', '100'], ['vocal groups', '100'], ['country christmas', '100'], ['Brems Tagg radio', '100']]"
"b""Vex'd""",b'Canyon',b'Pop Pop / Canyon',"[['dubstep', '100'], ['electronic', '20'], ['Grime', '20'], ['heavy', '10'], ['electronica', '10'], ['idm', '10'], ['industrial', '10'], ['dark', '10'], ['breaks', '10'], ['urban', '10'], ['winter', '10'], ['breakbeat', '10'], ['Rainy Day', '10'], ['Atmosphere', '10'], ['late night summer driving', '10'], ['mind-melting', '10']]"
b'The Kings',b'Who Do You Love',"b""Greatest Groups of the 50's""",[]
b'Daler Mehndi',b'Teri Nau Ke Paune Teen',b'Ek-Dana',[]
b'Mannheim Steamroller',b'Battle Hymn Of The Republic',b'American Spirit',"[['4th of July', '100']]"
b'Hatebreed',b'Supertouch/shitfit (Bad Brains)',b'For The Lions',"[['hardcore', '100'], ['cover', '100'], ['hardcore metal', '100'], ['3-star', '100']]"
"b""Lil' Romeo""","b""Don't Want To""","b""Lil' Romeo""",[]
b'Noel Harrison',b'Sparrow (Remastered Album Version)',b'Life Is A Dream [Digital Version]',[]
b'Shunza',b'Dear Friend',b'Day & Night ... My Favorite Shunza',"[['underrated', '100']]"
b'Ray Charles',b'Heartbreaker',b'When Jazz Was King',"[['soul', '100'], ['blues', '100'], ['swing', '80'], ['jazz', '40'], ['RB', '40'], ['atelierabend', '20'], ['classic RB', '20'], ['spaak', '20'], ['garden', '20'], ['Blind', '20'], ['ray charles', '20'], ['Killer', '20'], ['male vocalists', '20'], ['oldies', '20'], ['60s', '20'], ['rhythm and blues', '0'], ['Blues Tag', '0'], ['RCharles', '0']]"
b'Annie Blanchard',"b""Sur L'autre rive""","b""Sur l'autre rive""",[]
b'Seal',b'The Beginning (Giro E Giro Mix)',b'The Beginning',[]
b'La Berg\xc3\xa8re',b'(Et puis) Elle allait',"b""Fi de l'eau""",[]
b'CoCo Lee',b'Each Time I Think Of You',b'COCO 1994-2008 Best Collection',"[['pop', '100'], ['female vocalists', '100'], ['love songs', '100'], ['C-pop', '100']]"
b'The Chap',"b""What's Love Got to Do With It""",b'Proper Rock',"[['cover', '100'], ['Experimental pop', '100'], ['tina turner cover', '100'], ['Tina Turner', '100'], ['title is a full sentence', '100']]"
b'Naughty By Nature',b'Guard Your Grill (LP Version)',"b""Greatest Hits: Naughty's Nicest""",[]
b'Jason Mraz',b'No Stopping Us [Eagles Ballroom Live Version]',b'Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom',[]
b'Janet Paschal',b'Take This Trail Trip Beside Me (The Best Of Janet Paschal)',b'The Best Of Janet Paschal',[]
b'Vanessa Daou',b'Joe Sent Me',b'Joe Sent Me',[]
b'Memphis La Blusera',b'Amigo m\xc3\xado',b'Angelitos Culones',"[['argentyna fuiste', '100']]"
b'Frank Chacksfield',"b""Beginner's Luck""",b'Windsor Strings',[]
b'S\xc3\xa9amus Egan',b'Poultry in the Parlour / Rolling the Ryegrass',b'In Your Ear',[]
b'Photek',b'Terminus',b'Solaris',"[['dnb', '100'], ['idm', '85'], ['Drum and bass', '85'], ['electronic', '71'], ['Drum n Bass', '28'], ['drjazzmrfunkmusic', '14'], ['sammie lee like', '14'], ['bogart the jogart', '14'], ['Some Different Liks', '14'], ['fette beats', '14'], ['off the hook', '14'], ['ill see you in the future', '14'], ['Mutant', '14'], ['Gilles Peterson', '14'], ['percussion', '14'], ['breakbeat', '14'], ['drums', '14'], ['smooth', '14'], ['beats', '14'], ['experimental', '14'], ['funky', '14'], ['jungle', '0'], ['electro', '0'], ['downtempo', '0'], ['electronica', '0'], ['techno', '0'], ['dance', '0'], ['adrien wayne', '0']]"
b'Cotton Candy',b'The Windsor Tap Recap',b'Top-Notch & First-Rate',[]
b'KRS-One',b'The Devil\x19s Crown',b'We Will Rock You',[]
b'The Doors',b'Rock Me (Live In Boston_ 1970) (1st Show)',b'Live In Boston 1970',"[['blues', '100'], ['rock', '50'], ['classic rock', '50'], ['Psychedelic Rock', '50'], ['psychedelic', '50'], ['70s', '50'], ['alternative', '50'], ['oldies', '50'], ['eskimo', '50']]"
b'Agnostic Front',b'Rock Star',b'Riot_ Riot_ Upstart',"[['hardcore', '100'], ['hardcore punk', '100'], ['ny hardcore', '100']]"
b'The Last Days Of Jesus',b'Life In Line',b'Alien Road',"[['death rock', '100'], ['batcave', '50'], ['deathrock', '50'], ['transitglambat', '50']]"
b'Dyango',b'De Mi Enamorate',b'Por Una Noche M\xc3\xa1s',[]
